167607712,http://soundcloud.com/kamranhadiyev/migos-fight-night-lambo-remix,2014/09/13 23:10:20 +0000,Twerk,87693575,http://soundcloud.com/kamranhadiyev,3
174907052,http://soundcloud.com/young_n_cute/bbe-challenge-twerk-full-song-hd,2014/11/01 21:40:18 +0000,twerk,87520604,http://soundcloud.com/young_n_cute,4
115669365,http://soundcloud.com/djmykvegas/dj-myk-hump-day-twerk-mix,2013/10/16 21:57:32 +0000,Twerk,33470632,http://soundcloud.com/djmykvegas,4
146659765,http://soundcloud.com/we-f/young-black-teenagers-tap-the,2014/04/27 01:57:46 +0000,Twerk,88037726,http://soundcloud.com/we-f,5
131081718,http://soundcloud.com/all-night-fanatics/twerk-mix-2014-dj_leomix,2014/01/24 02:29:16 +0000,Twerk,76846545,http://soundcloud.com/all-night-fanatics,5
128286638,http://soundcloud.com/gmb_official/twerk-miley,2014/01/07 06:10:04 +0000,Twerk,73738721,http://soundcloud.com/gmb_official,7
194097855,http://soundcloud.com/sourdopemusic/ryne-pineda-ass-drop-original-mix,2015/03/03 23:49:19 +0000,twerk,140263175,http://soundcloud.com/sourdopemusic,7
173861388,http://soundcloud.com/mizzbryana/kstylis-twerk-it-my-way-ft-trell,2014/10/26 01:13:29 +0000,Twerk,109016641,http://soundcloud.com/mizzbryana,8
156011970,http://soundcloud.com/twerk-dj-gzu/twerk-hard-play-hard-2014-djgzu-twerk-mix,2014/06/25 19:44:37 +0000,TWERK,101801297,http://soundcloud.com/twerk-dj-gzu,8
121922569,http://soundcloud.com/rasdablog/flashing-lights-twerk-remix,2013/11/26 03:02:35 +0000,Twerk,68017739,http://soundcloud.com/rasdablog,9
165485319,http://soundcloud.com/larry-a-albert/beyonce-partition-album-noodles-twerk-version,2014/08/30 18:24:36 +0000,twerk,16080541,http://soundcloud.com/larry-a-albert,9
139992631,http://soundcloud.com/nieuwe-verbeterde-ik/chizzle-twerk-something,2014/03/17 10:33:43 +0000,twerk,60365667,http://soundcloud.com/nieuwe-verbeterde-ik,10
169737916,http://soundcloud.com/aminethegeek/best-of-twerk-music-2014-twerk-music-mix-ft-hvv-ep27,2014/09/28 16:16:25 +0000,twerk,115610014,http://soundcloud.com/aminethegeek,10
122108665,http://soundcloud.com/onetimebeats/twerk-circle-kstylis-type-beat,2013/11/27 07:30:39 +0000,twerk,68159089,http://soundcloud.com/onetimebeats,10
7537192,http://soundcloud.com/dj-rauk-1/teach-you-how-to-twerk,2010/11/30 10:20:42 +0000,twerk,2278479,http://soundcloud.com/dj-rauk-1,11
116616091,http://soundcloud.com/a-list-enterprise/twerk-music-mix-2012,2013/10/23 00:45:51 +0000,Twerk,62808711,http://soundcloud.com/a-list-enterprise,12
194053844,http://soundcloud.com/codeine-cd/dat-dum-dum,2015/03/03 19:02:58 +0000,twerk,141378266,http://soundcloud.com/codeine-cd,12
145079860,http://soundcloud.com/nxtlevelent/twerk-somethin,2014/04/17 01:59:25 +0000,Twerk,86625691,http://soundcloud.com/nxtlevelent,12
127362093,http://soundcloud.com/loveemii/stripper-walk,2014/01/01 03:48:09 +0000,twerk,72174850,http://soundcloud.com/loveemii,13
120342903,http://soundcloud.com/anomolus/twerkaholics-anomolus,2013/11/16 00:03:51 +0000,twerk,62641333,http://soundcloud.com/anomolus,13
105439444,http://soundcloud.com/nanobot305/nanobot-july-twerk-mix-2013,2013/08/14 19:58:58 +0000,Twerk,28228013,http://soundcloud.com/nanobot305,13
120433192,http://soundcloud.com/crapydj/twerk-songs-oldschool-bassbost,2013/11/16 16:49:42 +0000,twerk,66592876,http://soundcloud.com/crapydj,14
179342736,http://soundcloud.com/showkenedji/david-guetta-feat-nicki-minaj-and-afrojack-hay-mama-mash-up-by-showkenedji,2014/11/30 19:49:27 +0000,TWERK,104307275,http://soundcloud.com/showkenedji,14
116093954,http://soundcloud.com/christinemunoz-1/gas-pedal-caked-up-twerk,2013/10/19 16:18:01 +0000,twerk,62745760,http://soundcloud.com/christinemunoz-1,14
180421654,http://soundcloud.com/mr-gallis-1/rdx-jump-bbe-challenge-remix,2014/12/07 19:11:21 +0000,Twerk,108857039,http://soundcloud.com/mr-gallis-1,14
188393997,http://soundcloud.com/tapkrazy/14-just-like-animals-twerk,2015/01/29 00:57:50 +0000,TWERK,77967077,http://soundcloud.com/tapkrazy,14
121373680,http://soundcloud.com/highgradedjstudio/high-grade-studio-twerk,2013/11/22 15:32:49 +0000,Twerk,67305298,http://soundcloud.com/highgradedjstudio,14
